time_s,radius_cm,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,r_2.0_cm,surface_temperature_K
159480,1.200000,323.2004,323.2002,323.1995,323.1983,323.1964,323.1936,323.1897,323.1844,323.1776,323.1696,323.1610,323.1538,323.1512,,,,,,,,,323.1512
159540,1.200000,323.1940,323.1937,323.1927,323.1910,323.1887,323.1856,323.1818,323.1773,323.1724,323.1673,323.1622,323.1574,323.1526,,,,,,,,,323.1526
159600,1.200000,323.1881,323.1878,323.1871,323.1860,323.1846,323.1832,323.1820,323.1817,323.1830,323.1874,323.1967,323.2139,323.2435,,,,,,,,,323.2435
159660,1.200000,323.1857,323.1856,323.1854,323.1851,323.1848,323.1846,323.1844,323.1841,323.1831,323.1803,323.1733,323.1578,323.1263,,,,,,,,,323.1263
159720,1.200000,323.1837,323.1836,323.1833,323.1827,323.1817,323.1803,323.1784,323.1756,323.1720,323.1675,323.1628,323.1596,323.1615,,,,,,,,,323.1615
159780,1.200000,323.1801,323.1799,323.1793,323.1783,323.1768,323.1748,323.1720,323.1684,323.1638,323.1577,323.1496,323.1382,323.1211,,,,,,,,,323.1211
159840,1.200000,323.1743,323.1740,323.1731,323.1714,323.1690,323.1656,323.1611,323.1551,323.1472,323.1370,323.1238,323.1069,323.0852,,,,,,,,,323.0852
159900,1.200000,323.1663,323.1659,323.1648,323.1628,323.1601,323.1566,323.1524,323.1478,323.1433,323.1399,323.1393,323.1443,323.1595,,,,,,,,,323.1595
159960,1.200000,323.1594,323.1591,323.1582,323.1568,323.1550,323.1529,323.1507,323.1485,323.1467,323.1452,323.1436,323.1410,323.1351,,,,,,,,,323.1351
160020,1.200000,323.1547,323.1545,323.1539,323.1530,323.1518,323.1503,323.1487,323.1470,323.1452,323.1433,323.1415,323.1400,323.1392,,,,,,,,,323.1392
160080,1.200000,323.1516,323.1514,323.1510,323.1504,323.1496,323.1487,323.1478,323.1469,323.1462,323.1459,323.1464,323.1479,323.1511,,,,,,,,,323.1511
160140,1.200000,323.1501,323.1501,323.1500,323.1498,323.1498,323.1499,323.1504,323.1516,323.1537,323.1574,323.1633,323.1724,323.1864,,,,,,,,,323.1864
160200,1.200000,323.1515,323.1516,323.1519,323.1526,323.1536,323.1552,323.1576,323.1610,323.1658,323.1722,323.1807,323.1913,323.2044,,,,,,,,,323.2044
160260,1.200000,323.1554,323.1556,323.1563,323.1573,323.1589,323.1609,323.1634,323.1662,323.1691,323.1714,323.1723,323.1700,323.1620,,,,,,,,,323.1620
160320,1.200000,323.1594,323.1596,323.1601,323.1609,323.1619,323.1632,323.1645,323.1658,323.1669,323.1676,323.1681,323.1687,323.1706,,,,,,,,,323.1706
160380,1.200000,323.1630,323.1631,323.1637,323.1647,323.1661,323.1681,323.1709,323.1750,323.1811,323.1902,323.2041,323.2257,323.2592,,,,,,,,,323.2592
160440,1.200000,323.1692,323.1695,323.1706,323.1724,323.1750,323.1787,323.1837,323.1900,323.1979,323.2070,323.2168,323.2256,323.2303,,,,,,,,,323.2303
160500,1.200000,323.1779,323.1784,323.1797,323.1819,323.1850,323.1891,323.1942,323.2004,323.2077,323.2160,323.2255,323.2367,323.2508,,,,,,,,,323.2508
160560,1.200000,323.1873,323.1878,323.1891,323.1913,323.1943,323.1982,323.2027,323.2079,323.2134,323.2188,323.2235,323.2264,323.2256,,,,,,,,,323.2256
160620,1.200000,323.1960,323.1964,323.1976,323.1995,323.2022,323.2056,323.2097,323.2145,323.2201,323.2269,323.2353,323.2465,323.2628,,,,,,,,,323.2628
160680,1.200000,323.2037,323.2040,323.2051,323.2067,323.2090,323.2118,323.2149,323.2181,323.2209,323.2226,323.2218,323.2163,323.2025,,,,,,,,,323.2025
160740,1.200000,323.2087,323.2089,323.2094,323.2102,323.2112,323.2121,323.2126,323.2124,323.2110,323.2079,323.2027,323.1951,323.1852,,,,,,,,,323.1852
160800,1.200000,323.2084,323.2083,323.2080,323.2072,323.2058,323.2032,323.1990,323.1921,323.1814,323.1649,323.1398,323.1022,323.0456,,,,,,,,,323.0456
160860,1.200000,323.2000,323.1995,323.1980,323.1953,323.1912,323.1854,323.1776,323.1675,323.1552,323.1413,323.1275,323.1173,323.1171,,,,,,,,,323.1171
160920,1.200000,323.1869,323.1862,323.1843,323.1810,323.1764,323.1704,323.1630,323.1543,323.1444,323.1335,323.1214,323.1075,323.0896,,,,,,,,,323.0896
160980,1.200000,323.1731,323.1724,323.1705,323.1673,323.1628,323.1570,323.1501,323.1421,323.1330,323.1232,323.1128,323.1023,323.0925,,,,,,,,,323.0925
161040,1.200000,323.1602,323.1597,323.1579,323.1551,323.1512,323.1464,323.1408,323.1347,323.1283,323.1221,323.1169,323.1133,323.1126,,,,,,,,,323.1126
161100,1.200000,323.1496,323.1491,323.1477,323.1454,323.1423,323.1384,323.1339,323.1288,323.1232,323.1169,323.1097,323.1007,323.0886,,,,,,,,,323.0886
161160,1.200000,323.1405,323.1401,323.1389,323.1369,323.1341,323.1306,323.1264,323.1215,323.1161,323.1101,323.1037,323.0973,323.0915,,,,,,,,,323.0915
161220,1.200000,323.1327,323.1323,323.1313,323.1295,323.1272,323.1243,323.1210,323.1174,323.1137,323.1103,323.1076,323.1063,323.1071,,,,,,,,,323.1071
161280,1.200000,323.1275,323.1273,323.1268,323.1260,323.1251,323.1245,323.1244,323.1257,323.1292,323.1363,323.1493,323.1710,323.2062,,,,,,,,,323.2062
161340,1.200000,323.1279,323.1279,323.1282,323.1289,323.1300,323.1318,323.1347,323.1387,323.1440,323.1502,323.1562,323.1597,323.1563,,,,,,,,,323.1563
161400,1.200000,323.1325,323.1328,323.1336,323.1349,323.1370,323.1400,323.1439,323.1491,323.1558,323.1647,323.1768,323.1941,323.2202,,,,,,,,,323.2202
161460,1.200000,323.1398,323.1402,323.1413,323.1432,323.1459,323.1494,323.1539,323.1592,323.1650,323.1709,323.1757,323.1775,323.1725,,,,,,,,,323.1725
161520,1.200000,323.1474,323.1477,323.1487,323.1504,323.1526,323.1554,323.1586,323.1619,323.1652,323.1683,323.1710,323.1736,323.1767,,,,,,,,,323.1767
161580,1.200000,323.1534,323.1536,323.1544,323.1556,323.1573,323.1593,323.1615,323.1639,323.1663,323.1685,323.1705,323.1721,323.1731,,,,,,,,,323.1731
161640,1.200000,323.1570,323.1571,323.1575,323.1580,323.1586,323.1590,323.1590,323.1580,323.1555,323.1503,323.1410,323.1253,323.0996,,,,,,,,,323.0996
161700,1.200000,323.1567,323.1566,323.1564,323.1560,323.1552,323.1539,323.1520,323.1493,323.1458,323.1419,323.1385,323.1375,323.1423,,,,,,,,,323.1423
161760,1.200000,323.1540,323.1539,323.1535,323.1528,323.1517,323.1504,323.1488,323.1470,323.1450,323.1431,323.1413,323.1393,323.1363,,,,,,,,,323.1363
161820,1.200000,323.1519,323.1518,323.1516,323.1513,323.1510,323.1510,323.1513,323.1525,323.1553,323.1606,323.1701,323.1860,323.2124,,,,,,,,,323.2124
161880,1.200000,323.1538,323.1539,323.1544,323.1554,323.1570,323.1596,323.1636,323.1695,323.1779,323.1896,323.2053,323.2257,323.2511,,,,,,,,,323.2511
161940,1.200000,323.1597,323.1600,323.1609,323.1624,323.1645,323.1671,323.1700,323.1727,323.1740,323.1721,323.1638,323.1438,323.1038,,,,,,,,,323.1038
162000,1.200000,323.1629,323.1630,323.1631,323.1633,323.1632,323.1626,323.1609,323.1575,323.1518,323.1433,323.1318,323.1182,323.1049,,,,,,,,,323.1049
162060,1.200000,323.1599,323.1596,323.1590,323.1577,323.1557,323.1526,323.1482,323.1422,323.1341,323.1236,323.1103,323.0936,323.0723,,,,,,,,,323.0723
162120,1.200000,323.1518,323.1514,323.1501,323.1478,323.1445,323.1398,323.1338,323.1261,323.1166,323.1052,323.0918,323.0767,323.0599,,,,,,,,,323.0599
162180,1.200000,323.1414,323.1409,323.1394,323.1370,323.1335,323.1292,323.1241,323.1185,323.1131,323.1087,323.1068,323.1097,323.1211,,,,,,,,,323.1211
162240,1.200000,323.1324,323.1320,323.1308,323.1290,323.1264,323.1234,323.1200,323.1163,323.1125,323.1083,323.1031,323.0957,323.0831,,,,,,,,,323.0831
162300,1.200000,323.1249,323.1246,323.1235,323.1218,323.1194,323.1162,323.1122,323.1072,323.1010,323.0931,323.0829,323.0697,323.0526,,,,,,,,,323.0526
162360,1.200000,323.1174,323.1170,323.1160,323.1143,323.1118,323.1088,323.1052,323.1013,323.0974,323.0941,323.0928,323.0955,323.1054,,,,,,,,,323.1054
162420,1.200000,323.1115,323.1113,323.1106,323.1095,323.1081,323.1067,323.1053,323.1044,323.1045,323.1059,323.1092,323.1146,323.1224,,,,,,,,,323.1224
162480,1.200000,323.1092,323.1091,323.1090,323.1088,323.1087,323.1089,323.1096,323.1111,323.1137,323.1178,323.1238,323.1321,323.1432,,,,,,,,,323.1432
162540,1.200000,323.1099,323.1099,323.1101,323.1104,323.1110,323.1117,323.1126,323.1137,323.1145,323.1146,323.1129,323.1076,323.0959,,,,,,,,,323.0959
162600,1.200000,323.1112,323.1113,323.1115,323.1118,323.1123,323.1129,323.1136,323.1146,323.1161,323.1184,323.1225,323.1302,323.1445,,,,,,,,,323.1445
162660,1.200000,323.1128,323.1128,323.1130,323.1134,323.1139,323.1145,323.1151,323.1156,323.1158,323.1151,323.1124,323.1058,323.0920,,,,,,,,,323.0920
162720,1.200000,323.1130,323.1130,323.1129,323.1128,323.1124,323.1117,323.1104,323.1082,323.1048,323.0996,323.0921,323.0819,323.0687,,,,,,,,,323.0687
162780,1.200000,323.1120,323.1120,323.1119,323.1118,323.1118,323.1120,323.1129,323.1150,323.1195,323.1285,323.1452,323.1749,323.2258,,,,,,,,,323.2258
162840,1.200000,323.1148,323.1150,323.1156,323.1167,323.1185,323.1211,323.1248,323.1298,323.1359,323.1423,323.1473,323.1469,323.1337,,,,,,,,,323.1337
162900,1.200000,323.1195,323.1197,323.1203,323.1213,323.1225,323.1238,323.1248,323.1251,323.1238,323.1196,323.1112,323.0969,323.0750,,,,,,,,,323.0750
162960,1.200000,323.1202,323.1201,323.1199,323.1195,323.1186,323.1169,323.1140,323.1091,323.1018,323.0911,323.0761,323.0560,323.0297,,,,,,,,,323.0297
163020,1.200000,323.1152,323.1149,323.1140,323.1125,323.1101,323.1068,323.1026,323.0973,323.0913,323.0854,323.0807,323.0799,323.0868,,,,,,,,,323.0868
163080,1.200000,323.1085,323.1082,323.1073,323.1058,323.1037,323.1012,323.0984,323.0954,323.0926,323.0904,323.0889,323.0881,323.0873,,,,,,,,,323.0873
163140,1.200000,323.1037,323.1035,323.1029,323.1021,323.1011,323.1000,323.0992,323.0989,323.0998,323.1023,323.1076,323.1169,323.1326,,,,,,,,,323.1326
163200,1.200000,323.1016,323.1015,323.1013,323.1009,323.1004,323.0999,323.0992,323.0981,323.0962,323.0924,323.0850,323.0710,323.0450,,,,,,,,,323.0450
163260,1.200000,323.0989,323.0987,323.0982,323.0974,323.0960,323.0941,323.0914,323.0876,323.0824,323.0757,323.0675,323.0585,323.0505,,,,,,,,,323.0505
163320,1.200000,323.0931,323.0928,323.0918,323.0900,323.0874,323.0836,323.0783,323.0712,323.0614,323.0479,323.0293,323.0031,322.9654,,,,,,,,,322.9654
163380,1.200000,323.0822,323.0816,323.0798,323.0766,323.0720,323.0654,323.0567,323.0452,323.0303,323.0116,322.9884,322.9604,322.9276,,,,,,,,,322.9276
163440,1.200000,323.0670,323.0663,323.0641,323.0604,323.0552,323.0487,323.0409,323.0323,323.0240,323.0175,323.0157,323.0232,323.0469,,,,,,,,,323.0469
163500,1.200000,323.0544,323.0539,323.0524,323.0500,323.0470,323.0436,323.0404,323.0381,323.0373,323.0390,323.0435,323.0510,323.0602,,,,,,,,,323.0602
163560,1.200000,323.0482,323.0479,323.0473,323.0464,323.0454,323.0446,323.0442,323.0445,323.0458,323.0482,323.0517,323.0559,323.0603,,,,,,,,,323.0603
163620,1.200000,323.0475,323.0475,323.0476,323.0480,323.0488,323.0502,323.0528,323.0569,323.0633,323.0732,323.0881,323.1104,323.1441,,,,,,,,,323.1441
163680,1.200000,323.0519,323.0521,323.0529,323.0543,323.0564,323.0593,323.0631,323.0677,323.0727,323.0773,323.0797,323.0765,323.0621,,,,,,,,,323.0621
163740,1.200000,323.0580,323.0583,323.0592,323.0606,323.0627,323.0653,323.0685,323.0723,323.0769,323.0825,323.0904,323.1025,323.1231,,,,,,,,,323.1231
163800,1.200000,323.0638,323.0641,323.0648,323.0661,323.0677,323.0697,323.0717,323.0736,323.0746,323.0737,323.0690,323.0574,323.0333,,,,,,,,,323.0333
163860,1.200000,323.0670,323.0671,323.0674,323.0678,323.0683,323.0686,323.0685,323.0679,323.0667,323.0650,323.0634,323.0635,323.0685,,,,,,,,,323.0685
163920,1.200000,323.0677,323.0678,323.0678,323.0679,323.0679,323.0679,323.0679,323.0679,323.0679,323.0683,323.0692,323.0706,323.0723,,,,,,,,,323.0723
163980,1.200000,323.0685,323.0685,323.0687,323.0690,323.0694,323.0702,323.0715,323.0735,323.0767,323.0818,323.0896,323.1016,323.1202,,,,,,,,,323.1202
164040,1.200000,323.0713,323.0714,323.0720,323.0729,323.0742,323.0762,323.0789,323.0825,323.0870,323.0925,323.0986,323.1047,323.1091,,,,,,,,,323.1091
164100,1.200000,323.0760,323.0763,323.0770,323.0783,323.0801,323.0825,323.0855,323.0892,323.0936,323.0988,323.1048,323.1118,323.1203,,,,,,,,,323.1203
164160,1.200000,323.0828,323.0832,323.0843,323.0862,323.0891,323.0932,323.0988,323.1066,323.1175,323.1328,323.1548,323.1868,323.2340,,,,,,,,,323.2340
164220,1.200000,323.0940,323.0946,323.0963,323.0993,323.1037,323.1097,323.1173,323.1267,323.1376,323.1493,323.1603,323.1673,323.1646,,,,,,,,,323.1646
164280,1.200000,323.1072,323.1078,323.1097,323.1128,323.1171,323.1226,323.1293,323.1369,323.1454,323.1546,323.1648,323.1767,323.1926,,,,,,,,,323.1926
164340,1.200000,323.1190,323.1195,323.1211,323.1236,323.1269,323.1308,323.1351,323.1391,323.1423,323.1432,323.1401,323.1301,323.1084,,,,,,,,,323.1084
164400,1.200000,323.1261,323.1264,323.1271,323.1282,323.1295,323.1306,323.1313,323.1309,323.1290,323.1252,323.1193,323.1116,323.1031,,,,,,,,,323.1031
164460,1.200000,323.1280,323.1281,323.1282,323.1283,323.1282,323.1279,323.1272,323.1260,323.1245,323.1229,323.1216,323.1217,323.1246,,,,,,,,,323.1246
164520,1.200000,323.1275,323.1275,323.1274,323.1272,323.1268,323.1264,323.1257,323.1250,323.1242,323.1234,323.1226,323.1215,323.1197,,,,,,,,,323.1197
164580,1.200000,323.1265,323.1265,323.1263,323.1261,323.1258,323.1253,323.1248,323.1243,323.1237,323.1231,323.1226,323.1223,323.1224,,,,,,,,,323.1224
164640,1.200000,323.1261,323.1261,323.1261,323.1262,323.1263,323.1267,323.1274,323.1288,323.1313,323.1355,323.1425,323.1537,323.1716,,,,,,,,,323.1716
164700,1.200000,323.1281,323.1283,323.1287,323.1294,323.1307,323.1325,323.1351,323.1388,323.1439,323.1505,323.1588,323.1685,323.1793,,,,,,,,,323.1793
164760,1.200000,323.1323,323.1325,323.1332,323.1342,323.1357,323.1376,323.1398,323.1420,323.1440,323.1447,323.1431,323.1370,323.1233,,,,,,,,,323.1233
164820,1.200000,323.1355,323.1356,323.1359,323.1364,323.1369,323.1374,323.1376,323.1372,323.1359,323.1334,323.1296,323.1244,323.1188,,,,,,,,,323.1188
164880,1.200000,323.1358,323.1357,323.1357,323.1355,323.1350,323.1343,323.1330,323.1310,323.1281,323.1240,323.1185,323.1112,323.1014,,,,,,,,,323.1014
164940,1.200000,323.1330,323.1329,323.1323,323.1314,323.1299,323.1276,323.1245,323.1200,323.1138,323.1052,323.0935,323.0773,323.0549,,,,,,,,,323.0549
165000,1.200000,323.1275,323.1272,323.1263,323.1249,323.1228,323.1201,323.1168,323.1131,323.1093,323.1065,323.1061,323.1108,323.1251,,,,,,,,,323.1251
165060,1.200000,323.1223,323.1221,323.1215,323.1204,323.1191,323.1176,323.1161,323.1148,323.1139,323.1137,323.1139,323.1141,323.1123,,,,,,,,,323.1123
165120,1.200000,323.1197,323.1197,323.1194,323.1192,323.1189,323.1189,323.1193,323.1206,323.1233,323.1280,323.1360,323.1490,323.1699,,,,,,,,,323.1699
165180,1.200000,323.1207,323.1207,323.1210,323.1215,323.1223,323.1236,323.1255,323.1280,323.1312,323.1346,323.1376,323.1386,323.1347,,,,,,,,,323.1347
165240,1.200000,323.1235,323.1236,323.1241,323.1248,323.1259,323.1274,323.1292,323.1313,323.1339,323.1368,323.1404,323.1452,323.1526,,,,,,,,,323.1526
165300,1.200000,323.1268,323.1269,323.1274,323.1282,323.1292,323.1306,323.1322,323.1339,323.1358,323.1374,323.1386,323.1385,323.1361,,,,,,,,,323.1361
165360,1.200000,323.1294,323.1295,323.1298,323.1303,323.1310,323.1317,323.1323,323.1328,323.1328,323.1322,323.1305,323.1275,323.1227,,,,,,,,,323.1227
165420,1.200000,323.1298,323.1298,323.1297,323.1294,323.1289,323.1279,323.1260,323.1228,323.1175,323.1092,323.0962,323.0763,323.0461,,,,,,,,,323.0461
165480,1.200000,323.1259,323.1257,323.1249,323.1236,323.1215,323.1186,323.1145,323.1092,323.1025,323.0947,323.0865,323.0795,323.0769,,,,,,,,,323.0769
165540,1.200000,323.1193,323.1190,323.1180,323.1164,323.1141,323.1112,323.1076,323.1037,323.0995,323.0956,323.0925,323.0907,323.0906,,,,,,,,,323.0906
165600,1.200000,323.1128,323.1125,323.1116,323.1101,323.1080,323.1054,323.1022,323.0985,323.0940,323.0886,323.0818,323.0725,323.0590,,,,,,,,,323.0590
165660,1.200000,323.1065,323.1062,323.1053,323.1039,323.1018,323.0992,323.0961,323.0925,323.0884,323.0843,323.0804,323.0776,323.0775,,,,,,,,,323.0775
165720,1.200000,323.1008,323.1005,323.0997,323.0984,323.0967,323.0945,323.0920,323.0892,323.0862,323.0830,323.0797,323.0762,323.0718,,,,,,,,,323.0718
165780,1.200000,323.0958,323.0955,323.0949,323.0937,323.0922,323.0902,323.0878,323.0850,323.0818,323.0780,323.0736,323.0682,323.0615,,,,,,,,,323.0615
165840,1.200000,323.0898,323.0895,323.0885,323.0867,323.0841,323.0804,323.0751,323.0676,323.0568,323.0411,323.0178,322.9832,322.9309,,,,,,,,,322.9309
165900,1.200000,323.0790,323.0784,323.0767,323.0737,323.0692,323.0631,323.0551,323.0451,323.0332,323.0200,323.0070,322.9973,322.9970,,,,,,,,,322.9970
165960,1.200000,323.0663,323.0657,323.0640,323.0613,323.0575,323.0530,323.0481,323.0436,323.0404,323.0401,323.0447,323.0571,323.0806,,,,,,,,,323.0806
166020,1.200000,323.0579,323.0576,323.0567,323.0552,323.0534,323.0516,323.0499,323.0488,323.0483,323.0484,323.0482,323.0459,323.0379,,,,,,,,,323.0379
166080,1.200000,323.0539,323.0537,323.0533,323.0526,323.0518,323.0510,323.0503,323.0498,323.0497,323.0500,323.0513,323.0543,323.0606,,,,,,,,,323.0606
166140,1.200000,323.0528,323.0528,323.0528,323.0529,323.0531,323.0537,323.0549,323.0571,323.0607,323.0664,323.0752,323.0884,323.1080,,,,,,,,,323.1080
166200,1.200000,323.0549,323.0551,323.0555,323.0562,323.0573,323.0589,323.0610,323.0636,323.0666,323.0694,323.0709,323.0694,323.0616,,,,,,,,,323.0616
166260,1.200000,323.0588,323.0591,323.0597,323.0608,323.0624,323.0647,323.0678,323.0720,323.0779,323.0864,323.0993,323.1193,323.1517,,,,,,,,,323.1517
166320,1.200000,323.0654,323.0657,323.0668,323.0686,323.0713,323.0749,323.0797,323.0858,323.0933,323.1019,323.1110,323.1190,323.1228,,,,,,,,,323.1228
166380,1.200000,323.0741,323.0745,323.0758,323.0779,323.0811,323.0851,323.0903,323.0965,323.1040,323.1128,323.1234,323.1365,323.1540,,,,,,,,,323.1540
166440,1.200000,323.0837,323.0842,323.0855,323.0878,323.0911,323.0952,323.1003,323.1062,323.1128,323.1198,323.1266,323.1323,323.1353,,,,,,,,,323.1353
166500,1.200000,323.0933,323.0938,323.0952,323.0974,323.1006,323.1047,323.1098,323.1160,323.1233,323.1324,323.1437,323.1586,323.1795,,,,,,,,,323.1795
166560,1.200000,323.1032,323.1037,323.1051,323.1074,323.1107,323.1149,323.1201,323.1261,323.1328,323.1399,323.1466,323.1518,323.1532,,,,,,,,,323.1532
166620,1.200000,323.1127,323.1132,323.1145,323.1166,323.1196,323.1234,323.1279,323.1332,323.1391,323.1456,323.1532,323.1622,323.1740,,,,,,,,,323.1740
166680,1.200000,323.1216,323.1220,323.1232,323.1252,323.1280,323.1316,323.1359,323.1410,323.1467,323.1530,323.1599,323.1669,323.1738,,,,,,,,,323.1738
166740,1.200000,323.1301,323.1305,323.1317,323.1338,323.1366,323.1403,323.1450,323.1506,323.1575,323.1660,323.1765,323.1901,323.2083,,,,,,,,,323.2083
166800,1.200000,323.1388,323.1392,323.1404,323.1424,323.1452,323.1488,323.1529,323.1576,323.1623,323.1665,323.1691,323.1681,323.1605,,,,,,,,,323.1605
166860,1.200000,323.1458,323.1461,323.1469,323.1483,323.1500,323.1519,323.1537,323.1552,323.1557,323.1548,323.1518,323.1461,323.1373,,,,,,,,,323.1373
166920,1.200000,323.1500,323.1502,323.1508,323.1516,323.1528,323.1543,323.1562,323.1586,323.1622,323.1678,323.1772,323.1931,323.2201,,,,,,,,,323.2201
166980,1.200000,323.1543,323.1545,323.1551,323.1562,323.1577,323.1597,323.1621,323.1650,323.1680,323.1705,323.1712,323.1675,323.1547,,,,,,,,,323.1547
167040,1.200000,323.1573,323.1574,323.1577,323.1581,323.1584,323.1584,323.1578,323.1560,323.1520,323.1449,323.1330,323.1146,323.0871,,,,,,,,,323.0871
167100,1.200000,323.1557,323.1556,323.1551,323.1543,323.1529,323.1507,323.1475,323.1430,323.1371,323.1299,323.1221,323.1149,323.1110,,,,,,,,,323.1110
167160,1.200000,323.1511,323.1509,323.1503,323.1491,323.1476,323.1457,323.1436,323.1416,323.1403,323.1407,323.1440,323.1523,323.1683,,,,,,,,,323.1683
167220,1.200000,323.1483,323.1482,323.1480,323.1477,323.1474,323.1474,323.1479,323.1493,323.1521,323.1567,323.1634,323.1724,323.1834,,,,,,,,,323.1834
167280,1.200000,323.1482,323.1482,323.1483,323.1483,323.1484,323.1485,323.1484,323.1478,323.1460,323.1419,323.1333,323.1170,323.0879,,,,,,,,,323.0879
167340,1.200000,323.1474,323.1473,323.1471,323.1468,323.1463,323.1455,323.1445,323.1433,323.1422,323.1420,323.1443,323.1525,323.1723,,,,,,,,,323.1723
167400,1.200000,323.1476,323.1476,323.1478,323.1482,323.1491,323.1506,323.1532,323.1577,323.1651,323.1767,323.1945,323.2207,323.2582,,,,,,,,,323.2582
167460,1.200000,323.1524,323.1527,323.1535,323.1550,323.1572,323.1603,323.1643,323.1690,323.1739,323.1778,323.1784,323.1714,323.1496,,,,,,,,,323.1496
167520,1.200000,323.1579,323.1581,323.1588,323.1599,323.1614,323.1629,323.1644,323.1655,323.1657,323.1647,323.1624,323.1594,323.1578,,,,,,,,,323.1578
167580,1.200000,323.1603,323.1603,323.1605,323.1606,323.1606,323.1602,323.1591,323.1570,323.1531,323.1467,323.1366,323.1211,323.0972,,,,,,,,,323.0972
167640,1.200000,323.1582,323.1580,323.1576,323.1567,323.1553,323.1532,323.1503,323.1464,323.1414,323.1356,323.1296,323.1247,323.1235,,,,,,,,,323.1235
167700,1.200000,323.1539,323.1537,323.1531,323.1521,323.1508,323.1491,323.1473,323.1456,323.1445,323.1448,323.1474,323.1538,323.1658,,,,,,,,,323.1658
167760,1.200000,323.1506,323.1505,323.1501,323.1494,323.1485,323.1474,323.1461,323.1445,323.1423,323.1390,323.1334,323.1233,323.1050,,,,,,,,,323.1050
167820,1.200000,323.1476,323.1474,323.1470,323.1462,323.1452,323.1438,323.1420,323.1399,323.1376,323.1354,323.1340,323.1348,323.1406,,,,,,,,,323.1406
