time_s,radius_cm,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,r_2.0_cm,surface_temperature_K
6840,1.640600,320.8793,320.8834,320.8956,320.9158,320.9438,320.9796,321.0229,321.0735,321.1311,321.1954,321.2663,321.3436,321.4268,321.5158,321.6099,321.7084,321.8105,,,,,321.8529
6900,1.638000,320.9546,320.9585,320.9702,320.9897,321.0169,321.0515,321.0934,321.1424,321.1981,321.2603,321.3287,321.4031,321.4834,321.5701,321.6644,321.7687,321.8871,,,,,321.9373
6960,1.635400,321.0273,321.0311,321.0424,321.0613,321.0875,321.1211,321.1617,321.2092,321.2636,321.3247,321.3925,321.4673,321.5492,321.6385,321.7359,321.8416,321.9568,,,,,322.0001
7020,1.632800,321.0977,321.1014,321.1125,321.1309,321.1565,321.1893,321.2293,321.2762,321.3301,321.3909,321.4585,321.5329,321.6140,321.7019,321.7966,321.8984,322.0082,,,,,322.0463
7080,1.630200,321.1667,321.1703,321.1812,321.1993,321.2246,321.2570,321.2965,321.3429,321.3961,321.4560,321.5224,321.5950,321.6735,321.7574,321.8462,321.9391,322.0358,,,,,322.0658
7140,1.627600,321.2347,321.2383,321.2490,321.2669,321.2918,321.3237,321.3624,321.4078,321.4597,321.5177,321.5816,321.6509,321.7255,321.8051,321.8900,321.9809,322.0799,,,,,322.1091
7200,1.625000,321.3016,321.3051,321.3156,321.3330,321.3573,321.3884,321.4260,321.4700,321.5202,321.5763,321.6380,321.7053,321.7779,321.8558,321.9390,322.0278,322.1232,,,,,322.1482
7260,1.623800,321.3667,321.3701,321.3803,321.3972,321.4207,321.4508,321.4873,321.5299,321.5785,321.6328,321.6927,321.7579,321.8284,321.9040,321.9851,322.0721,322.1664,,,,,322.1902
7320,1.622600,321.4298,321.4331,321.4430,321.4593,321.4822,321.5113,321.5466,321.5879,321.6350,321.6877,321.7456,321.8084,321.8755,321.9460,322.0189,322.0924,322.1646,,,,,322.1805
7380,1.621400,321.4909,321.4941,321.5037,321.5196,321.5416,321.5698,321.6038,321.6434,321.6883,321.7380,321.7921,321.8500,321.9113,321.9758,322.0436,322.1160,322.1953,,,,,322.2136
7440,1.620200,321.5499,321.5530,321.5621,321.5773,321.5984,321.6252,321.6574,321.6949,321.7373,321.7842,321.8354,321.8904,321.9488,322.0101,322.0737,322.1387,322.2039,,,,,322.2170
7500,1.619000,321.6062,321.6091,321.6178,321.6322,321.6521,321.6775,321.7080,321.7435,321.7834,321.8276,321.8756,321.9271,321.9819,322.0403,322.1030,322.1717,322.2496,,,,,322.2659
7560,1.617800,321.6594,321.6622,321.6704,321.6840,321.7029,321.7269,321.7557,321.7893,321.8273,321.8697,321.9162,321.9668,322.0216,322.0804,322.1434,322.2105,322.2819,,,,,322.2951
7620,1.616600,321.7099,321.7125,321.7203,321.7332,321.7512,321.7741,321.8018,321.8342,321.8709,321.9119,321.9569,322.0057,322.0579,322.1132,322.1710,322.2310,322.2929,,,,,322.3033
7680,1.615400,321.7580,321.7605,321.7680,321.7804,321.7977,321.8197,321.8463,321.8773,321.9125,321.9515,321.9940,322.0397,322.0883,322.1392,322.1924,322.2477,322.3056,,,,,322.3149
7740,1.614200,321.8042,321.8066,321.8138,321.8257,321.8422,321.8632,321.8885,321.9179,321.9511,321.9880,322.0283,322.0718,322.1189,322.1698,322.2259,322.2890,322.3625,,,,,322.3741
7800,1.613000,321.8483,321.8506,321.8574,321.8687,321.8844,321.9044,321.9286,321.9568,321.9890,322.0251,322.0651,322.1090,322.1568,322.2082,322.2627,322.3194,322.3770,,,,,322.3844
7860,1.611800,321.8904,321.8926,321.8992,321.9101,321.9252,321.9446,321.9681,321.9957,322.0271,322.0624,322.1014,322.1441,322.1909,322.2426,322.3008,322.3684,322.4502,,,,,322.4611
7920,1.610600,321.9311,321.9333,321.9396,321.9503,321.9651,321.9840,322.0071,322.0342,322.0656,322.1012,322.1413,322.1861,322.2360,322.2911,322.3512,322.4159,322.4843,,,,,322.4918
7980,1.609400,321.9710,321.9731,321.9794,321.9899,322.0046,322.0236,322.0468,322.0742,322.1058,322.1417,322.1817,322.2257,322.2734,322.3241,322.3774,322.4324,322.4886,,,,,322.4939
8040,1.608200,322.0107,322.0128,322.0191,322.0297,322.0444,322.0633,322.0863,322.1133,322.1442,322.1789,322.2171,322.2587,322.3034,322.3512,322.4027,322.4589,322.5216,,,,,322.5271
8100,1.607000,322.0503,322.0523,322.0586,322.0689,322.0834,322.1018,322.1242,322.1505,322.1804,322.2139,322.2507,322.2906,322.3331,322.3773,322.4222,322.4658,322.5058,,,,,322.5084
8160,1.605800,322.0890,322.0910,322.0971,322.1071,322.1211,322.1390,322.1605,322.1856,322.2140,322.2454,322.2796,322.3164,322.3560,322.3993,322.4481,322.5061,322.5788,,,,,322.5836
8220,1.604600,322.1264,322.1284,322.1342,322.1438,322.1572,322.1742,322.1948,322.2189,322.2465,322.2776,322.3124,322.3511,322.3939,322.4408,322.4915,322.5448,322.5991,,,,,322.6016
8280,1.603400,322.1623,322.1642,322.1698,322.1791,322.1922,322.2089,322.2292,322.2532,322.2807,322.3117,322.3462,322.3841,322.4255,322.4706,322.5199,322.5747,322.6374,,,,,322.6397
8340,1.602200,322.1974,322.1993,322.2048,322.2140,322.2269,322.2434,322.2635,322.2872,322.3143,322.3450,322.3790,322.4161,322.4558,322.4972,322.5388,322.5782,322.6123,,,,,322.6129
8400,1.601000,322.2320,322.2339,322.2393,322.2484,322.2611,322.2773,322.2969,322.3198,322.3457,322.3744,322.4053,322.4382,322.4727,322.5086,322.5465,322.5878,322.6351,,,,,322.6356
8460,1.599800,322.2660,322.2677,322.2730,322.2817,322.2938,322.3092,322.3277,322.3492,322.3734,322.4003,322.4296,322.4614,322.4956,322.5324,322.5720,322.6149,,,,,,322.6617
8520,1.598600,322.2983,322.3000,322.3050,322.3132,322.3247,322.3393,322.3569,322.3774,322.4008,322.4269,322.4558,322.4876,322.5228,322.5621,322.6068,322.6589,,,,,,322.7208
8580,1.597400,322.3290,322.3306,322.3354,322.3434,322.3544,322.3686,322.3858,322.4061,322.4295,322.4562,322.4862,322.5197,322.5569,322.5975,322.6412,322.6869,,,,,,322.7323
8640,1.596200,322.3589,322.3605,322.3652,322.3730,322.3840,322.3982,322.4154,322.4358,322.4593,322.4859,322.5153,322.5473,322.5817,322.6181,322.6559,322.6950,,,,,,322.7336
8700,1.595000,322.3885,322.3901,322.3948,322.4026,322.4135,322.4275,322.4445,322.4644,322.4870,322.5122,322.5397,322.5691,322.6000,322.6319,322.6640,322.6957,,,,,,322.7248
8760,1.593800,322.4178,322.4194,322.4239,322.4315,322.4421,322.4555,322.4717,322.4904,322.5115,322.5346,322.5595,322.5858,322.6132,322.6415,322.6706,322.7008,,,,,,322.7308
8820,1.592600,322.4460,322.4474,322.4518,322.4589,322.4688,322.4814,322.4964,322.5137,322.5331,322.5545,322.5775,322.6022,322.6286,322.6569,322.6876,322.7216,,,,,,322.7576
8880,1.591400,322.4724,322.4737,322.4778,322.4844,322.4937,322.5053,322.5194,322.5357,322.5541,322.5746,322.5972,322.6217,322.6482,322.6768,322.7074,322.7400,,,,,,322.7716
8940,1.590200,322.4971,322.4983,322.5021,322.5084,322.5172,322.5283,322.5417,322.5574,322.5751,322.5949,322.6164,322.6394,322.6633,322.6875,322.7107,322.7314,,,,,,322.7461
9000,1.589000,322.5205,322.5217,322.5253,322.5313,322.5396,322.5502,322.5628,322.5775,322.5938,322.6118,322.6310,322.6517,322.6741,322.6993,322.7294,322.7681,,,,,,322.8145
9060,1.587767,322.5427,322.5438,322.5472,322.5528,322.5606,322.5705,322.5824,322.5965,322.6126,322.6311,322.6522,322.6767,322.7052,322.7387,322.7780,322.8243,,,,,,322.8715
9120,1.586533,322.5636,322.5647,322.5680,322.5735,322.5813,322.5913,322.6036,322.6185,322.6359,322.6562,322.6794,322.7055,322.7341,322.7642,322.7941,322.8209,,,,,,322.8385
9180,1.585300,322.5847,322.5859,322.5893,322.5950,322.6031,322.6135,322.6263,322.6414,322.6587,322.6781,322.6992,322.7218,322.7456,322.7705,322.7973,322.8273,,,,,,322.8574
9240,1.584067,322.6065,322.6076,322.6111,322.6168,322.6248,322.6350,322.6474,322.6618,322.6782,322.6964,322.7163,322.7377,322.7602,322.7832,322.8056,322.8260,,,,,,322.8398
9300,1.582833,322.6279,322.6290,322.6324,322.6379,322.6455,322.6553,322.6670,322.6805,322.6957,322.7124,322.7303,322.7493,322.7696,322.7916,322.8168,322.8472,,,,,,322.8791
9360,1.581600,322.6484,322.6494,322.6526,322.6578,322.6649,322.6740,322.6850,322.6978,322.7123,322.7285,322.7466,322.7664,322.7880,322.8111,322.8351,322.8586,,,,,,322.8762
9420,1.580367,322.6676,322.6686,322.6716,322.6766,322.6834,322.6922,322.7028,322.7152,322.7293,322.7450,322.7622,322.7809,322.8012,322.8234,322.8486,322.8781,,,,,,322.9069
9480,1.579133,322.6861,322.6871,322.6899,322.6947,322.7013,322.7098,322.7201,322.7321,322.7460,322.7617,322.7794,322.7993,322.8218,322.8472,322.8760,322.9089,,,,,,322.9385
9540,1.577900,322.7040,322.7049,322.7077,322.7124,322.7190,322.7274,322.7378,322.7501,322.7644,322.7808,322.7995,322.8206,322.8444,322.8710,322.9008,322.9342,,,,,,322.9633
9600,1.576667,322.7218,322.7227,322.7256,322.7304,322.7371,322.7457,322.7564,322.7691,322.7838,322.8006,322.8194,322.8398,322.8613,322.8827,322.9022,322.9172,,,,,,322.9233
9660,1.575433,322.7400,322.7409,322.7439,322.7487,322.7555,322.7641,322.7746,322.7869,322.8007,322.8157,322.8319,322.8490,322.8671,322.8872,322.9109,322.9417,,,,,,322.9727
9720,1.574200,322.7581,322.7591,322.7619,322.7665,322.7730,322.7812,322.7911,322.8026,322.8158,322.8307,322.8473,322.8656,322.8854,322.9061,322.9261,322.9430,,,,,,322.9514
9780,1.572967,322.7755,322.7764,322.7791,322.7835,322.7898,322.7977,322.8073,322.8184,322.8309,322.8446,322.8589,322.8734,322.8872,322.8996,322.9094,322.9156,,,,,,322.9172
9840,1.571733,322.7921,322.7930,322.7955,322.7997,322.8055,322.8128,322.8213,322.8310,322.8415,322.8525,322.8637,322.8750,322.8865,322.8986,322.9128,322.9310,,,,,,322.9486
9900,1.570500,322.8074,322.8081,322.8104,322.8141,322.8191,322.8254,322.8328,322.8412,322.8506,322.8609,322.8721,322.8844,322.8979,322.9125,322.9282,322.9444,,,,,,322.9558
9960,1.569267,322.8208,322.8214,322.8234,322.8267,322.8313,322.8370,322.8439,322.8520,322.8611,322.8713,322.8827,322.8954,322.9100,322.9271,322.9482,322.9754,,,,,,322.9995
10020,1.568033,322.8330,322.8336,322.8355,322.8386,322.8430,322.8486,322.8555,322.8637,322.8734,322.8847,322.8980,322.9136,322.9319,322.9533,322.9783,323.0071,,,,,,323.0290
10080,1.566800,322.8449,322.8456,322.8475,322.8507,322.8553,322.8613,322.8687,322.8778,322.8885,322.9010,322.9153,322.9313,322.9486,322.9663,322.9831,322.9970,,,,,,323.0033
10140,1.565567,322.8575,322.8582,322.8603,322.8637,322.8686,322.8749,322.8827,322.8919,322.9024,322.9141,322.9270,322.9410,322.9563,322.9738,322.9950,323.0227,,,,,,323.0464
10200,1.564333,322.8707,322.8714,322.8735,322.8770,322.8819,322.8882,322.8958,322.9049,322.9154,322.9275,322.9411,322.9563,322.9727,322.9895,323.0052,323.0172,,,,,,323.0211
10260,1.563100,322.8840,322.8847,322.8868,322.8903,322.8952,322.9014,322.9091,322.9180,322.9280,322.9391,322.9508,322.9628,322.9750,322.9871,322.9996,323.0131,,,,,,323.0229
10320,1.561867,322.8971,322.8978,322.8998,322.9032,322.9079,322.9137,322.9208,322.9288,322.9378,322.9475,322.9578,322.9684,322.9790,322.9892,322.9983,323.0050,,,,,,323.0075
10380,1.560633,322.9095,322.9102,322.9120,322.9151,322.9193,322.9246,322.9309,322.9380,322.9458,322.9543,322.9632,322.9729,322.9837,322.9967,323.0140,323.0385,,,,,,323.0590
10440,1.559400,322.9208,322.9213,322.9230,322.9257,322.9296,322.9344,322.9402,322.9470,322.9549,322.9640,322.9744,322.9860,322.9985,323.0110,323.0216,323.0271,,,,,,323.0260
10500,1.558167,322.9311,322.9316,322.9332,322.9359,322.9396,322.9443,322.9501,322.9567,322.9641,322.9719,322.9798,322.9871,322.9931,322.9969,322.9976,322.9944,,,,,,322.9904
10560,1.556933,322.9410,322.9415,322.9430,322.9454,322.9488,322.9529,322.9577,322.9629,322.9683,322.9736,322.9785,322.9829,322.9868,322.9907,322.9955,323.0031,,,,,,323.0096
10620,1.555700,322.9497,322.9501,322.9513,322.9533,322.9560,322.9592,322.9629,322.9670,322.9714,322.9763,322.9819,322.9886,322.9975,323.0098,323.0278,323.0542,,,,,,323.0742
10680,1.554467,322.9567,322.9570,322.9581,322.9597,322.9621,322.9651,322.9689,322.9735,322.9793,322.9865,322.9957,323.0075,323.0223,323.0407,323.0629,323.0889,,,,,,323.1047
10740,1.553233,322.9633,322.9636,322.9647,322.9667,322.9694,322.9732,322.9780,322.9842,322.9918,323.0012,323.0126,323.0260,323.0415,323.0589,323.0779,323.0979,,,,,,323.1088
10800,1.552000,322.9711,322.9716,322.9730,322.9754,322.9788,322.9834,322.9892,322.9964,323.0050,323.0151,323.0268,323.0401,323.0552,323.0722,323.0916,323.1141,,,,,,323.1274
10860,1.550600,322.9807,322.9812,322.9829,322.9856,322.9895,322.9946,323.0010,323.0087,323.0179,323.0286,323.0409,323.0549,323.0708,323.0887,323.1088,323.1312,,,,,,323.1436
10920,1.549200,322.9914,322.9920,322.9938,322.9968,323.0010,323.0065,323.0133,323.0215,323.0311,323.0421,323.0544,323.0678,323.0818,323.0959,323.1086,323.1184,,,,,,323.1215
10980,1.547800,323.0030,323.0036,323.0055,323.0086,323.0129,323.0185,323.0253,323.0332,323.0421,323.0516,323.0615,323.0711,323.0800,323.0871,323.0917,323.0924,,,,,,323.0911
11040,1.546400,323.0147,323.0153,323.0171,323.0200,323.0240,323.0291,323.0350,323.0416,323.0486,323.0558,323.0631,323.0701,323.0773,323.0851,323.0948,323.1088,,,,,,323.1175
11100,1.545000,323.0253,323.0258,323.0274,323.0299,323.0333,323.0375,323.0425,323.0481,323.0544,323.0612,323.0688,323.0773,323.0868,323.0974,323.1091,323.1216,,,,,,323.1274
11160,1.543600,323.0344,323.0349,323.0362,323.0384,323.0415,323.0454,323.0500,323.0555,323.0616,323.0684,323.0758,323.0835,323.0912,323.0981,323.1034,323.1056,,,,,,323.1052
11220,1.542200,323.0427,323.0431,323.0443,323.0464,323.0493,323.0529,323.0571,323.0619,323.0671,323.0724,323.0774,323.0816,323.0843,323.0846,323.0813,323.0728,,,,,,323.0672
11280,1.540800,323.0502,323.0506,323.0517,323.0534,323.0558,323.0587,323.0619,323.0653,323.0685,323.0714,323.0738,323.0757,323.0775,323.0802,323.0858,323.0974,,,,,,323.1049
11340,1.539400,323.0563,323.0566,323.0574,323.0587,323.0604,323.0624,323.0647,323.0673,323.0700,323.0731,323.0766,323.0805,323.0846,323.0885,323.0910,323.0898,,,,,,323.0876
11400,1.538000,323.0608,323.0610,323.0616,323.0627,323.0641,323.0658,323.0679,323.0703,323.0728,323.0756,323.0786,323.0821,323.0867,323.0934,323.1045,323.1231,,,,,,323.1333
11460,1.536600,323.0646,323.0648,323.0653,323.0662,323.0675,323.0692,323.0713,323.0739,323.0772,323.0812,323.0861,323.0920,323.0984,323.1045,323.1082,323.1063,,,,,,323.1033
11520,1.535200,323.0682,323.0684,323.0690,323.0701,323.0715,323.0735,323.0758,323.0786,323.0816,323.0847,323.0875,323.0894,323.0898,323.0878,323.0826,323.0734,,,,,,323.0689
11580,1.533800,323.0722,323.0724,323.0729,323.0739,323.0752,323.0767,323.0784,323.0801,323.0816,323.0828,323.0836,323.0842,323.0853,323.0881,323.0950,323.1097,,,,,,323.1172
11640,1.532400,323.0754,323.0756,323.0760,323.0766,323.0775,323.0785,323.0797,323.0812,323.0829,323.0850,323.0876,323.0909,323.0943,323.0971,323.0972,323.0916,,,,,,323.0877
11700,1.531000,323.0778,323.0779,323.0782,323.0788,323.0797,323.0807,323.0820,323.0834,323.0848,323.0860,323.0868,323.0866,323.0851,323.0818,323.0763,323.0687,,,,,,323.0658
11760,1.529600,323.0799,323.0800,323.0803,323.0808,323.0814,323.0820,323.0826,323.0831,323.0834,323.0832,323.0826,323.0818,323.0812,323.0815,323.0843,323.0916,,,,,,323.0952
11820,1.528200,323.0813,323.0814,323.0815,323.0817,323.0819,323.0822,323.0824,323.0827,323.0832,323.0840,323.0856,323.0885,323.0934,323.1014,323.1138,323.1324,,,,,,323.1390
11880,1.526800,323.0820,323.0820,323.0822,323.0824,323.0828,323.0833,323.0842,323.0856,323.0877,323.0906,323.0946,323.0994,323.1046,323.1089,323.1103,323.1053,,,,,,323.1022
11940,1.525400,323.0833,323.0834,323.0837,323.0842,323.0851,323.0862,323.0877,323.0894,323.0915,323.0935,323.0952,323.0963,323.0963,323.0949,323.0922,323.0885,,,,,,323.0874
12000,1.524000,323.0855,323.0856,323.0860,323.0866,323.0874,323.0884,323.0894,323.0905,323.0916,323.0926,323.0935,323.0947,323.0967,323.1006,323.1082,323.1218,,,,,,323.1264
12060,1.522600,323.0876,323.0877,323.0879,323.0884,323.0890,323.0898,323.0908,323.0921,323.0939,323.0964,323.1001,323.1056,323.1136,323.1251,323.1411,323.1630,,,,,,323.1690
12120,1.521200,323.0894,323.0895,323.0899,323.0905,323.0914,323.0928,323.0947,323.0974,323.1011,323.1059,323.1122,323.1199,323.1286,323.1377,323.1456,323.1500,,,,,,323.1502
12180,1.519800,323.0923,323.0925,323.0931,323.0942,323.0957,323.0979,323.1006,323.1040,323.1080,323.1124,323.1169,323.1209,323.1234,323.1233,323.1189,323.1081,,,,,,323.1050
12240,1.518400,323.0966,323.0969,323.0976,323.0988,323.1004,323.1024,323.1047,323.1071,323.1093,323.1110,323.1115,323.1102,323.1065,323.0995,323.0883,323.0721,,,,,,323.0685
12300,1.517000,323.1008,323.1010,323.1015,323.1023,323.1032,323.1043,323.1051,323.1056,323.1053,323.1040,323.1014,323.0972,323.0915,323.0844,323.0765,323.0689,,,,,,323.0677
12360,1.515600,323.1030,323.1030,323.1031,323.1033,323.1033,323.1032,323.1026,323.1016,323.0999,323.0974,323.0941,323.0898,323.0845,323.0781,323.0702,323.0603,,,,,,323.0585
12420,1.514200,323.1028,323.1027,323.1025,323.1021,323.1015,323.1006,323.0992,323.0974,323.0951,323.0922,323.0890,323.0858,323.0834,323.0831,323.0868,323.0977,,,,,,323.1001
12480,1.512800,323.1009,323.1008,323.1004,323.0998,323.0989,323.0978,323.0964,323.0949,323.0935,323.0923,323.0915,323.0912,323.0909,323.0899,323.0864,323.0773,,,,,,323.0755
12540,1.511400,323.0986,323.0985,323.0982,323.0977,323.0970,323.0961,323.0952,323.0941,323.0930,323.0916,323.0900,323.0881,323.0863,323.0850,323.0855,323.0898,,,,,,323.0906
12600,1.510000,323.0968,323.0967,323.0964,323.0960,323.0954,323.0947,323.0939,323.0930,323.0922,323.0916,323.0916,323.0925,323.0949,323.0997,323.1077,323.1201,,,,,,323.1217
12660,1.508900,323.0953,323.0952,323.0950,323.0948,323.0945,323.0942,323.0940,323.0942,323.0948,323.0961,323.0984,323.1019,323.1068,323.1129,323.1201,323.1280,,,,,,323.1287
12720,1.507800,323.0947,323.0947,323.0948,323.0949,323.0951,323.0955,323.0963,323.0974,323.0990,323.1011,323.1035,323.1060,323.1080,323.1084,323.1057,323.0978,,,,,,323.0968
12780,1.506700,323.0955,323.0956,323.0958,323.0962,323.0968,323.0975,323.0984,323.0994,323.1005,323.1016,323.1026,323.1037,323.1056,323.1093,323.1170,323.1323,,,,,,323.1337
12840,1.505600,323.0970,323.0971,323.0973,323.0977,323.0983,323.0990,323.0999,323.1012,323.1029,323.1053,323.1087,323.1135,323.1201,323.1287,323.1394,323.1519,,,,,,323.1526
12900,1.504500,323.0987,323.0988,323.0991,323.0996,323.1005,323.1017,323.1034,323.1056,323.1086,323.1124,323.1173,323.1234,323.1308,323.1396,323.1501,323.1624,,,,,,323.1630
12960,1.503400,323.1012,323.1014,323.1019,323.1028,323.1041,323.1059,323.1082,323.1112,323.1148,323.1191,323.1237,323.1281,323.1316,323.1325,323.1284,323.1157,,,,,,323.1151
13020,1.502300,323.1049,323.1052,323.1058,323.1069,323.1083,323.1102,323.1123,323.1146,323.1167,323.1184,323.1189,323.1178,323.1143,323.1079,323.0982,323.0847,,,,,,323.0843
13080,1.501200,323.1087,323.1089,323.1094,323.1101,323.1110,323.1120,323.1129,323.1134,323.1135,323.1131,323.1121,323.1111,323.1111,323.1142,323.1234,323.1436,,,,,,323.1439
13140,1.500100,323.1109,323.1109,323.1111,323.1114,323.1118,323.1121,323.1126,323.1132,323.1141,323.1156,323.1180,323.1215,323.1259,323.1306,323.1339,323.1330,,,,,,323.1330
13200,1.499000,323.1119,323.1120,323.1121,323.1125,323.1130,323.1136,323.1146,323.1157,323.1171,323.1187,323.1202,323.1212,323.1214,323.1202,323.1169,,,,,,,323.1108
13260,1.497900,323.1133,323.1134,323.1136,323.1140,323.1145,323.1152,323.1159,323.1166,323.1172,323.1175,323.1176,323.1172,323.1166,323.1161,323.1163,,,,,,,323.1182
13320,1.496800,323.1146,323.1147,323.1148,323.1151,323.1154,323.1157,323.1161,323.1164,323.1168,323.1173,323.1180,323.1192,323.1213,323.1249,323.1309,,,,,,,323.1401
13380,1.495700,323.1154,323.1155,323.1156,323.1158,323.1160,323.1164,323.1170,323.1178,323.1190,323.1209,323.1238,323.1283,323.1350,323.1451,323.1598,,,,,,,323.1801
13440,1.494600,323.1164,323.1164,323.1167,323.1171,323.1177,323.1187,323.1202,323.1222,323.1252,323.1290,323.1339,323.1396,323.1453,323.1495,323.1497,,,,,,,323.1427
13500,1.493500,323.1185,323.1186,323.1191,323.1199,323.1210,323.1226,323.1245,323.1269,323.1296,323.1325,323.1355,323.1388,323.1429,323.1490,323.1596,,,,,,,323.1767
13560,1.492400,323.1217,323.1218,323.1223,323.1232,323.1245,323.1261,323.1281,323.1305,323.1334,323.1368,323.1406,323.1442,323.1467,323.1458,323.1383,,,,,,,323.1207
13620,1.491300,323.1251,323.1253,323.1258,323.1267,323.1279,323.1294,323.1311,323.1328,323.1342,323.1351,323.1349,323.1336,323.1313,323.1286,323.1274,,,,,,,323.1301
13680,1.490200,323.1282,323.1283,323.1287,323.1292,323.1299,323.1307,323.1314,323.1320,323.1325,323.1329,323.1335,323.1343,323.1360,323.1390,323.1438,,,,,,,323.1503
13740,1.489100,323.1299,323.1300,323.1302,323.1305,323.1309,323.1314,323.1320,323.1327,323.1335,323.1345,323.1353,323.1358,323.1351,323.1318,323.1238,,,,,,,323.1101
13800,1.488000,323.1310,323.1311,323.1312,323.1315,323.1318,323.1321,323.1324,323.1324,323.1320,323.1308,323.1284,323.1244,323.1183,323.1098,323.0986,,,,,,,323.0865
13860,1.486900,323.1316,323.1316,323.1316,323.1315,323.1313,323.1308,323.1300,323.1286,323.1265,323.1236,323.1198,323.1152,323.1101,323.1053,323.1018,,,,,,,323.1012
13920,1.485800,323.1307,323.1306,323.1303,323.1298,323.1290,323.1279,323.1264,323.1247,323.1226,323.1206,323.1191,323.1189,323.1211,323.1277,323.1410,,,,,,,323.1607
13980,1.484700,323.1285,323.1284,323.1281,323.1275,323.1268,323.1261,323.1254,323.1251,323.1255,323.1269,323.1298,323.1345,323.1409,323.1486,323.1565,,,,,,,323.1617
14040,1.483600,323.1270,323.1270,323.1270,323.1269,323.1270,323.1274,323.1281,323.1293,323.1313,323.1341,323.1380,323.1433,323.1503,323.1601,323.1739,,,,,,,323.1901
14100,1.482500,323.1276,323.1277,323.1280,323.1285,323.1293,323.1305,323.1323,323.1348,323.1383,323.1429,323.1489,323.1566,323.1660,323.1769,323.1892,,,,,,,323.2000
14160,1.481400,323.1302,323.1304,323.1310,323.1320,323.1335,323.1355,323.1383,323.1418,323.1462,323.1514,323.1573,323.1635,323.1694,323.1740,323.1758,,,,,,,323.1737
14220,1.480300,323.1346,323.1348,323.1356,323.1369,323.1387,323.1411,323.1439,323.1473,323.1509,323.1548,323.1588,323.1628,323.1671,323.1724,323.1798,,,,,,,323.1887
14280,1.479200,323.1395,323.1398,323.1405,323.1417,323.1434,323.1456,323.1482,323.1511,323.1543,323.1576,323.1608,323.1630,323.1632,323.1592,323.1477,,,,,,,323.1301
14340,1.478100,323.1441,323.1443,323.1450,323.1460,323.1474,323.1489,323.1506,323.1520,323.1528,323.1524,323.1503,323.1457,323.1382,323.1272,323.1127,,,,,,,323.0991
14400,1.477000,323.1474,323.1475,323.1477,323.1481,323.1485,323.1487,323.1485,323.1477,323.1460,323.1434,323.1400,323.1364,323.1337,323.1339,323.1403,,,,,,,323.1523
14460,1.476000,323.1477,323.1477,323.1477,323.1477,323.1475,323.1472,323.1468,323.1463,323.1459,323.1459,323.1467,323.1493,323.1544,323.1632,323.1769,,,,,,,323.1913
14520,1.475000,323.1477,323.1477,323.1477,323.1477,323.1479,323.1481,323.1486,323.1495,323.1511,323.1537,323.1576,323.1633,323.1711,323.1813,323.1940,,,,,,,323.2051
14580,1.474000,323.1487,323.1488,323.1490,323.1494,323.1501,323.1511,323.1526,323.1547,323.1575,323.1612,323.1658,323.1713,323.1776,323.1842,323.1904,,,,,,,323.1941
14640,1.473000,323.1511,323.1513,323.1517,323.1524,323.1535,323.1551,323.1571,323.1596,323.1627,323.1663,323.1706,323.1753,323.1804,323.1858,323.1916,,,,,,,323.1962
14700,1.472000,323.1543,323.1545,323.1550,323.1558,323.1570,323.1586,323.1605,323.1626,323.1649,323.1670,323.1687,323.1693,323.1679,323.1631,323.1525,,,,,,,323.1394
14760,1.471000,323.1573,323.1574,323.1578,323.1585,323.1594,323.1605,323.1616,323.1627,323.1636,323.1642,323.1643,323.1639,323.1632,323.1631,323.1650,,,,,,,323.1693
14820,1.470000,323.1593,323.1594,323.1597,323.1602,323.1608,323.1614,323.1621,323.1629,323.1636,323.1643,323.1651,323.1661,323.1675,323.1694,323.1721,,,,,,,323.1743
